NO.	CORPUS.FILE	ITEM	POS	POS_BROAD	contextual_meaning	basic_meaning	METAPHOR	MUSIC_TARGET.DOMAIN	SD	CONCEPTUAL_METAPHOR_BASIS	DEICTIC_EGO	Context	comment
189	18thM10-7.1_0662a_Haydn	there	EX0	EX0	MM1_used for introducing a statement about someone that exists or something that happens	same; spatial meaning is only for the adverb sense of „there“	no	no					
190	18thM10-7.1_0662a_Haydn	are	VBB	VV	MM5_[intransitive] formal to exist	same	no	no					
191	18thM10-7.1_0662a_Haydn	mismatches	NN2	NN0	MM1_a difference or disagreement between two facts or aspects of a situation; LM only has on (conflated) meaning	MM2_a game or sports event in which the two players or teams do not have the same ability	no	yes					
192	18thM10-7.1_0662a_Haydn	,_PUN	PUN	PUN			DFMA_Punct	no					
193	18thM10-7.1_0662a_Haydn	though	CJS	CJC	MM1_used for introducing a statement that makes your main statement seem surprising	There is no more basic meaning	no	no					
194	18thM10-7.1_0662a_Haydn	it	PNP	PNP	MM2a_used instead of the subject of a sentence, when the real subject is a phrase or clause at the end of the sentence	function word, There is no more basic meaning.	no	no					
195	18thM10-7.1_0662a_Haydn	is	VBZ	VV	exist, describing	There is no more basic meaning	no	no					
196	18thM10-7.1_0662a_Haydn	actually	AV0	AV0	MM 2_used for emphasizing that something is surprising	There is no more basic meaning	no	no					
197	18thM10-7.1_0662a_Haydn	amazing	AJ0	AJ0	MM1_very surprising	There is no more basic meaning	no	no					
198	18thM10-7.1_0662a_Haydn	that	CJT	CJC	introducing	no more basic sense as a conjunction	no	no					
199	18thM10-7.1_0662a_Haydn	sometimes	AV0	AV0	MM_on some occasions or in some situations, but not always	There is no more basic meaning	no	no					
200	18thM10-7.1_0662a_Haydn	they	PNP	PNP	stands for the text settings		MRW-implicit	yes	physical structure			There are mismatches, though it is actually amazing that sometimes they do work so well together	
201	18thM10-7.1_0662a_Haydn	do	VDB	VV	aux		no	no					
202	18thM10-7.1_0662a_Haydn	work	VVI	VV	closest in MM is MM 3_to operate in a satisfactory way; better „they fit nicely“; LM has the meaning: LM9_if a painting, design, piece of writing etc works, it is successful because it has the effect on you that the painter, writer etc intended	MM1_to spend time trying to achieve something, especially when this involves using a lot of effort; MM2_to have a job	no	no					
203	18thM10-7.1_0662a_Haydn	so	AV0	AV0	MM1_used for emphasis	There is no more basic meaning	no	no					
204	18thM10-7.1_0662a_Haydn	well	AV0	AV0	MM1_in a skilful or effective way	There is no more basic meaning	no	no					
205	18thM10-7.1_0662a_Haydn	together	AV0	AV0	MM1_if you put two or more things together, you combine them to form a single thing	MM 2_if you keep, collect, gather etc things together, you keep them in one place or you collect them into one place	no	no					
206	18thM10-7.1_0662a_Haydn	whether	CJS	CJC	MM3_used for saying that it does not matter which of two possibilities is true, because the situation will be the same	There is no more basic meaning	no	no					
207	18thM10-7.1_0662a_Haydn	because	CJS	CJC	MM1_used for showing the reason something happens or the reason why it is described in a particular way	There is no more basic meaning	no	no					
208	18thM10-7.1_0662a_Haydn	Thomson	NP0	NN0	proper name		no	no					
209	18thM10-7.1_0662a_Haydn	occasionally	AV0	AV0	MM_sometimes, but not frequently or regularly	There is no more basic meaning	no	no					
210	18thM10-7.1_0662a_Haydn	matched	VVN	VV	MM4_to provide something that is suitable for a particular situation, person, or purpose	MM5_to make a person or team compete against a particular opponent	no	no					
211	18thM10-7.1_0662a_Haydn	words	NN2	NN0	MM1_a single unit of written or spoken language	There is no more basic meaning	no	no					
212	18thM10-7.1_0662a_Haydn	well	AV0	AV0	MM1_in a skilful or effective way	There is no more basic meaning	no	no					
213	18thM10-7.1_0662a_Haydn	to	PRP	PRP	MM8_used for saying where something is fastened or where a connection is	MM2_going somewhere	MRW-indirect	no				Thomson occasionally matched words well to the compositions	
214	18thM10-7.1_0662a_Haydn	The	AT0	AT0	def article		no	no					
215	18thM10-7.1_0662a_Haydn	compositions	NN2	NN0	MM2_something such as a piece of music, a piece of writing, or a painting	MM1_the way that something is formed from separate parts or people	no	yes					
216	18thM10-7.1_0662a_Haydn	after	CJS	CJC	MM1_at a later time	MM2_at a later position in a list or piece of writing	no	no					
217	18thM10-7.1_0662a_Haydn	they	PNP	PNP	refers to compositions	personal pronoun	no	yes					
218	18thM10-7.1_0662a_Haydn	were	VBD	VV	aux_passive	There is no more basic meaning	no	no					
219	18thM10-7.1_0662a_Haydn	done	VDN	VV	compositions are finished	MM4_perform an action, activity, or job	no	no					
220	18thM10-7.1_0662a_Haydn	,_PUN	PUN	PUN			DFMA_Punct	no					
221	18thM10-7.1_0662a_Haydn	or	CJC	CJC			no	no					
222	18thM10-7.1_0662a_Haydn	because	CJS	CJC			no	no					
223	18thM10-7.1_0662a_Haydn	the	AT0	AT0	def article		no	no					
224	18thM10-7.1_0662a_Haydn	melodies	NN2	NN0	MM1_MUSIC a tune or song, especially a simple one	There is no more basic meaning	no	yes					
225	18thM10-7.1_0662a_Haydn	themselves	PNX	PNP	LM2_used to emphasize the pronoun 'they', a plural noun etc	LM1_used to show that the people who do something are affected by their own action:	no	no					
226	18thM10-7.1_0662a_Haydn	sometimes	AV0	AV0			no	no					
227	18thM10-7.1_0662a_Haydn	suggest	VVB	VV	MM4_to remind you of something	M1_to offer an idea or a plan for someone to consider	MRW-indirect	yes	HUMAN			 the melodies themselves sometimes suggest their moods	
228	18thM10-7.1_0662a_Haydn	their	DPS	DT0	possessive pronouns	MM1_belonging to or relating to a particular group of people or things that have already been mentioned or when it is obvious which ones you are referring to	no	no					
229	18thM10-7.1_0662a_Haydn	moods	NN2	NN0	MM2_a quality that something such as a place, film, or piece of music has that makes you have a particular feeling	MM1_the way that someone is feeling, for example whether they are happy, sad, or angry	MRW-indirect	yes	HUMAN			 the melodies themselves sometimes suggest their moods	
230	18thM10-7.1_0662a_Haydn	._SENT	SENT	PUN			DFMA_Punct	no					
231	18thM10-7.1_0662a_Haydn	-----_PUN	PUN	PUN			DFMA_Punct	no					
232	18thM10-7.1_0662a_Haydn	Consider	VVB	VV	MM and LM are not completely satisfying; contextual meaning here is „think about that one“	MM1_to think about something carefully before making a decision or developing an opinion	no	no					
233	18thM10-7.1_0662a_Haydn	Hey	ITJ	ITJ	MM1_used for getting someone’s attention or for showing that you are surprised or annoyed	There is no more basic meaning	DFMA	no					
234	18thM10-7.1_0662a_Haydn	Tutti	NP0	NN0	not English?		DFMA	no					
235	18thM10-7.1_0662a_Haydn	Taiti	NP0	NN0	not English?		DFMA	no					
236	18thM10-7.1_0662a_Haydn	(_PUL	PUL	PUN			DFMA_Punct	no					
237	18thM10-7.1_0662a_Haydn	CD	NN1	NN0	MM_compact disc: a small round piece of hard plastic with sound recorded on it or computer information stored on it	There is no more basic meaning	no	no					
238	18thM10-7.1_0662a_Haydn	7	CRD	CRD	number		no	no					
239	18thM10-7.1_0662a_Haydn	,_PUN	PUN	PUN			DFMA_Punct	no					
240	18thM10-7.1_0662a_Haydn	track	NN1	NN0	MM7_MUSIC a song or piece of music that is recorded on a CD, tape, or record	MM1_a path or road with a rough surface; MM2_a railway line	MRW-indirect	no					
241	18thM10-7.1_0662a_Haydn	9	CRD	CRD	number		no	no					
242	18thM10-7.1_0662a_Haydn	)_PUR	PUR	PUN			DFMA_Punct	no					
243	18thM10-7.1_0662a_Haydn	;_PUN	PUN	PUN			DFMA_Punct	no					
244	18thM10-7.1_0662a_Haydn	Haydn's	NP0	NN0	proper name		no	no					
245	18thM10-7.1_0662a_Haydn	setting	NN1	NN0	MM6_music added to words	MM1_the place where someone or something is, and all the things, people, or emotions that are part of that place	MRW-indirect	yes	physical structure			Haydn’s setting here sounds suitably martial	
246	18thM10-7.1_0662a_Haydn	here	AV0	AV0	MM9_used when referring to a situation that seems surprising or shocking, after what happened before	MM1_in or to this place	MRW-indirect	no					
247	18thM10-7.1_0662a_Haydn	sounds	VVZ	VV	MM3_to produce a sound	There is no more basic meaning	no	yes					
248	18thM10-7.1_0662a_Haydn	suitably	AV0	AV0	MM1_in a way that is right for a particular purpose or situation	There is no more basic meaning	no	no					
249	18thM10-7.1_0662a_Haydn	martial	AJ0	AJ0	refers to the style of the music, its rhythm	MM_relating to war, fighting, or the armed forces, ex. Martial music	no	yes				Haydn’s setting here sounds suitably martial	
250	18thM10-7.1_0662a_Haydn	and	CJC	CJC	coordinating		no	no					
251	18thM10-7.1_0662a_Haydn	that	DT0	DT0	MM4_used when you are saying which person or thing you are referring to	MM2_the one that you are looking at	MRW-indirect	no					
252	18thM10-7.1_0662a_Haydn	element	NN1	NN0	MM1_an important basic part of something complicated, for example a system or plan	?MM2_CHEMISTRY a substance that consists of only one type of atom	MRW-indirect	yes	physical structure			and that element is brought out in the current performance	
253	18thM10-7.1_0662a_Haydn	is	VBZ	VV	aux_passive		no	no					
254	18thM10-7.1_0662a_Haydn	brought out	VVN/AVP	VV	MM2_to make someone or something show a quality that they have	MM1_to produce a new product and start to sell it	MRW-indirect	yes	motion	other	neutral	and that element is brought out in the current performance	Conduit metaphor / perceptible is out (Grady 1997: 296)
255	18thM10-7.1_0662a_Haydn	in	PRP	PRP	MM16c = used for mentioning a book, newspaper etc where you can read or see something	MM1_used for showing where someone or something is	MRW-indirect	yes	container			and that element is brought out in the current performance	
256	18thM10-7.1_0662a_Haydn	the	AT0	AT0	def article		no	no					
257	18thM10-7.1_0662a_Haydn	current	AJ0	AJ0	MM_happening or existing now	There is no more basic meaning	no	no					
258	18thM10-7.1_0662a_Haydn	performance	NN1	NN0	MM1_the act of performing a play, dance, or other form of entertainment	There is no more basic meaning	no	yes					
259	18thM10-7.1_0662a_Haydn	but	CJC	CJC	MM1_used for joining two ideas or statements when the second one is different from the first one, or seems surprising after the first one	There is no more basic meaning	no	no					
260	18thM10-7.1_0662a_Haydn	the	AT0	AT0	def article		no	no					
261	18thM10-7.1_0662a_Haydn	song	NN1	NN0	MM1_a piece of music with words that you sing	There is no more basic meaning	no	yes					
262	18thM10-7.1_0662a_Haydn	might	VM0	VV	MM1_used for saying that there is a possibility that something is true, or that something will happen, especially when it is not very likely	There is no more basic meaning	no	no					
263	18thM10-7.1_0662a_Haydn	have	VHI	VV	aux		no	no					
264	18thM10-7.1_0662a_Haydn	been	VBN	VV	describing		no	no					
265	18thM10-7.1_0662a_Haydn	more	AV0	AV0	MM1_used for saying that a particular quality is stronger in one person or thing than in another, stronger than it was before, or stronger than you expected or hoped	MM2_an amount or number that is larger than another, larger than it was before, or larger than you expected	no	no					
266	18thM10-7.1_0662a_Haydn	martial	AJ0	AJ0	refers to the style of the music, its rhythm	MM_relating to war, fighting, or the armed forces, ex. Martial music	no	yes				but the song might have been more martial yet if Haydn had had Burns’s feverish battle-text for the melody	
267	18thM10-7.1_0662a_Haydn	yet	AV0	AV0	MM1_used for talking or asking about something that has not happened or is not true at a particular time but will probably happen or be true in the future	There is no more basic meaning	no	no					
268	18thM10-7.1_0662a_Haydn	if	CJS	CJC	MM1_in a possible or imagined situation	There is no more basic meaning	no	no					
269	18thM10-7.1_0662a_Haydn	Haydn	NP0	NN0	proper name		no	no					
270	18thM10-7.1_0662a_Haydn	had	VHD	VV	aux		no	no					
271	18thM10-7.1_0662a_Haydn	had	VHD	VV	MM10_when something is available	MM3a_to be holding something or carrying something with you	no	no					
272	18thM10-7.1_0662a_Haydn	Burns's	NP0	NN0	proper name		no	no					
273	18thM10-7.1_0662a_Haydn	feverish	AJ0	AJ0	MM2_extremely excited	MM1_affected by fever	MRW-indirect	no					
274	18thM10-7.1_0662a_Haydn	battle-	NN1	NN0	MM1_a fight between two armies in a war	There is no more basic meaning	no	no					
275	18thM10-7.1_0662a_Haydn	text	NN1	NN0	text to music (not in MM)	MM1_the part of a book, magazine, or computer document that consists of writing and does not include pictures or notes	no	yes					
276	18thM10-7.1_0662a_Haydn	for	PRP	PRP	MM2_used for stating the purpose of an object or action	There is no more basic meaning	no	no					
277	18thM10-7.1_0662a_Haydn	the	AT0	AT0	def article		no	no					
278	18thM10-7.1_0662a_Haydn	melody	NN1	NN0	MM1_MUSIC a tune or song, especially a simple one	There is no more basic meaning	no	yes					
279	18thM10-7.1_0662a_Haydn	(_PUL	PUL	PUN			DFMA_Punct	no					
280	18thM10-7.1_0662a_Haydn	Scots	NP0	NN0			DFMA	no					
281	18thM10-7.1_0662a_Haydn	Wha_DTQ	NP0	NN0			DFMA	no					
282	18thM10-7.1_0662a_Haydn	Hae_NP0	NP0	NN0			DFMA	no					
283	18thM10-7.1_0662a_Haydn	wi_NN2	NP0	NN0			DFMA	no					
284	18thM10-7.1_0662a_Haydn	Wallace_NP0	NP0	NN0			DFMA	no					
285	18thM10-7.1_0662a_Haydn	Bled_VVD	NP0	NN0			DFMA	no					
286	18thM10-7.1_0662a_Haydn	)_PUR	PUR	PUN			DFMA_Punct	no					
287	18thM10-7.1_0662a_Haydn	in front of	PRP	PRP	same as basic meaning or „available“ (this meaning is not in MM)	MMphrases_front_if something is in front of you, it is in a position where you can see it if you look forwards	WIDLII	no					
288	18thM10-7.1_0662a_Haydn	him	PNP	PNP	personal pronoun referring to Haydn	MM1_used for referring to a man, boy, or male animal when they have already been mentioned or when it is obvious which one you are referring to	no	no					
